gap_id,chain_id,from_block,to_block,reason,severity,detected_at_utc,resolved_at_utc,notes
created_without_settlement_ids,137,25818533,52701258,AuctionCreated rows without recovered AuctionSettled rows for Dog IDs: 200,investigate,2026-05-29T00:27:35Z,,Dog 200 is expected here in the current receipt-backed archive: current auction state shows Dog 200 with zero bid and unsettled at latest. Verify with archive RPC/PolygonScan before final accounting.
