chain_id,contract_address,block_number,block_hash,tx_hash,tx_index,log_index,block_time_utc,dog_id,bidder,value_raw,value_display_native,display_decimals_confidence,extended,source_confidence,run_id
666666666,0x3620ca030a023bce87ec59a8b0e979bd7607fdbd,26605375,0x289aef9a44bdec40903b7f2f5abf95b8fe6948daadb11a27615114b6d08ea452,0xd5f3acaed9aae101f606087dae7f06dc30acb9e89c5396ffc7263d3c0d3efd0c,1,0,2025-12-24T09:29:10Z,577,0x76d0e7a13248945ee9f808b4a472262b28778942,11577000000000000000000,11577,verified_wdegen_18_decimals,0,verified_onchain,mission2_24692180_26823905_20260529T001926Z
666666666,0x3620ca030a023bce87ec59a8b0e979bd7607fdbd,26605255,0x23cacd1db9d0a6608cc20496ad6f0fa1a55939c853966810c968faad3d03a049,0x4488b346e879ceaf9978c3e3069ec341e8e9699994c91fd9aaa0cfbef9dd2fb4,1,0,2025-12-24T06:58:37Z,576,0x43f8c3e0c0ab23f0a8660f3ea3ce1a7016f96a33,15410000000000000000000,15410,verified_wdegen_18_decimals,0,verified_onchain,mission2_24692180_26823905_20260529T001926Z
666666666,0x3620ca030a023bce87ec59a8b0e979bd7607fdbd,26605218,0x92cd1111055f519158c7a902e0856f51f36c9fa4171c241e35d9fdbb27c0a39c,0xb3b4a3dfb4e54f497212d6f2ffd9c0b4eec5115942f49f37459713f65abcaa01,1,0,2025-12-24T06:10:18Z,576,0x412b7153504217b405af821bdcdc5f21c71e3cbc,14009000000000000000000,14009,verified_wdegen_18_decimals,0,verified_onchain,mission2_24692180_26823905_20260529T001926Z
666666666,0x3620ca030a023bce87ec59a8b0e979bd7607fdbd,26605166,0x2ff582d51d5b31616d12860f6cd33be038766a63702779840861e64fe820501c,0x0b7f843335ec6d77e780b386cb4e8f2c90b9008e2078a2e453a8064bcdfa2ca2,1,0,2025-12-24T05:01:42Z,576,0x409538216575caefe49af5af9b12ef4b4496041b,12734000000000000000000,12734,verified_wdegen_18_decimals,0,verified_onchain,mission2_24692180_26823905_20260529T001926Z
666666666,0x3620ca030a023bce87ec59a8b0e979bd7607fdbd,26604018,0xb05eaa84f546acb4d51089a0344446d935d7e480a4fbe01f21e9d1cd164e03ef,0xfc5c13ff07515318581b53b3456dbebb99b94a3207d2220c1963930dc323fd81,1,0,2025-12-23T08:53:17Z,576,0x76d0e7a13248945ee9f808b4a472262b28778942,11576000000000000000000,11576,verified_wdegen_18_decimals,0,verified_onchain,mission2_24692180_26823905_20260529T001926Z
666666666,0x3620ca030a023bce87ec59a8b0e979bd7607fdbd,26603927,0x262f88d6bebb9178d546e034bbe63dfc26679218da2bbc18e739687db6f52f03,0x82877f62de5d50c9d9e089bf016846b3e9513aaae742dca969e75ad5c4e33ed8,1,0,2025-12-23T06:55:34Z,575,0xc7aab24ede583b0dc9041343ae51466bb86a1ab7,15461000000000000000000,15461,verified_wdegen_18_decimals,1,verified_onchain,mission2_24692180_26823905_20260529T001926Z
666666666,0x3620ca030a023bce87ec59a8b0e979bd7607fdbd,26603897,0xe729e75235f6e9ce62adb8fd404ef5a2429e1c6076464d6f99841205e4fbb9f1,0x505e1115380146e9502734e2d4d4eab9f9fcda76a317a3a2b5ef2b4b93cc1ce7,1,0,2025-12-23T06:21:57Z,575,0x409538216575caefe49af5af9b12ef4b4496041b,14055000000000000000000,14055,verified_wdegen_18_decimals,0,verified_onchain,mission2_24692180_26823905_20260529T001926Z
666666666,0x3620ca030a023bce87ec59a8b0e979bd7607fdbd,26603701,0xaaae82dd57dd1c9aab754801474075e78d2cbf9e7dd4ca7e70a214da4bff7d8a,0x01b0fc2f701d9f035dc3203131f57583fe59bd23158a787407a25561c0ddcee1,1,0,2025-12-23T02:38:13Z,575,0xc7aab24ede583b0dc9041343ae51466bb86a1ab7,12777000000000000000000,12777,verified_wdegen_18_decimals,0,verified_onchain,mission2_24692180_26823905_20260529T001926Z
666666666,0x3620ca030a023bce87ec59a8b0e979bd7607fdbd,26603569,0x85beb56836cb7da17d9d8cc94a16c1b128f78b9239ccca0203b77a69b578703a,0x6750e3e2b4e35ddb3e4548489512de98336cf7397949b1a7ab73df92bc9133c7,1,0,2025-12-22T23:48:27Z,575,0x76d0e7a13248945ee9f808b4a472262b28778942,11575000000000000000000,11575,verified_wdegen_18_decimals,0,verified_onchain,mission2_24692180_26823905_20260529T001926Z
666666666,0x3620ca030a023bce87ec59a8b0e979bd7607fdbd,26602665,0x1603079427e5b36d938eb2ab730ac087e6d4b4e3dee24bc7b6325c96db952ba8,0xa646a45ec5ff8f9362165d721ddbcdc3c6419da4f262c040cea2427602ec3028,1,0,2025-12-22T06:50:57Z,574,0x409538216575caefe49af5af9b12ef4b4496041b,25055000000000000000000,25055,verified_wdegen_18_decimals,1,verified_onchain,mission2_24692180_26823905_20260529T001926Z
666666666,0x3620ca030a023bce87ec59a8b0e979bd7607fdbd,26602664,0xbd0a68f5b5eaf07f75edbc8359d728707b28a0ff5ab502802f66453f901cf52b,0x4af1fc28b18992cb94b67f706ccdc0884936783413f27dc2ea1d97411b516f4a,1,0,2025-12-22T06:50:30Z,574,0xc7aab24ede583b0dc9041343ae51466bb86a1ab7,22777000000000000000000,22777,verified_wdegen_18_decimals,1,verified_onchain,mission2_24692180_26823905_20260529T001926Z
