bid_time_utc,token_id,bidder,bidder_url,bidder_wallet,bid,bid_eth,bid_usd,extended,block_number,tx_hash
2026-05-10 02:56:13,709,@badadan,https://farcaster.xyz/badadan,0xa2648350f3566e4f18a9519734928d08d3ea08c4,0.01508 ETH ($32),0.01508,31.84,1,45796213,0x40de24827e35639daa10af6274820ad9570010ab428d1c1b33a4e865b9695959
2026-05-10 02:55:37,709,@shalexvivek,https://farcaster.xyz/shalexvivek,0x412b7153504217b405af821bdcdc5f21c71e3cbc,0.01370 ETH ($29),0.0137,28.92,0,45796195,0x717a2c50b440c26f1cedc437807b93e4d5acca795dcbf7de0f1d53afedc96e91
2026-05-10 02:55:17,709,@badadan,https://farcaster.xyz/badadan,0xa2648350f3566e4f18a9519734928d08d3ea08c4,0.01245 ETH ($26),0.01245,26.28,0,45796185,0x9efcdb421154ead12881792f458487262f46b29fec8309aae54f6eeb5be945fb
2026-05-10 02:54:53,709,@aliyaindah,https://farcaster.xyz/aliyaindah,0x182a4e4759e9f841682dc7d89b5cccd6ccb6a82d,0.01131 ETH ($24),0.01131,23.88,0,45796173,0x59b7f55007c8319521cff302fbaf330cb75a5d936cc8bf38b76f13c782041514
2026-05-10 02:52:35,709,@badadan,https://farcaster.xyz/badadan,0xa2648350f3566e4f18a9519734928d08d3ea08c4,0.01028 ETH ($22),0.01028,21.7,0,45796104,0x449b2e5e1c1b9865c95d52f0631151998044af320fc2326440bcdde6f2302bc0
2026-05-10 02:50:41,709,@aliyaindah,https://farcaster.xyz/aliyaindah,0x182a4e4759e9f841682dc7d89b5cccd6ccb6a82d,0.00934 ETH ($20),0.00934,19.72,0,45796047,0x42dcbb0b024bffa0290c401fb4071f4e51fdbcd0f268d4a4c9bb3852cc9f1dbe
2026-05-10 02:49:41,709,@zenonseeker,https://farcaster.xyz/zenonseeker,0xea89fa73f8e6283c37a72267290bc7829464893f,0.00849 ETH ($18),0.00849,17.92,0,45796017,0xcae8bbb37f26efe1f9b716b2e9a40932110489f8ccb15f2acd8f787d00393202
2026-05-10 02:24:07,709,@badadan,https://farcaster.xyz/badadan,0xa2648350f3566e4f18a9519734928d08d3ea08c4,0.00771 ETH ($16),0.00771,16.28,0,45795250,0x484ab1e19973a64b1db6c692440d3714cfa8ee30e15d96fad50768dfd5aa3f96
2026-05-10 02:23:47,709,@skunkape,https://farcaster.xyz/skunkape,0xca0edb47a8c9ef04dc2368946f46fb3d7c1a3202,0.00700 ETH ($15),0.007,14.78,0,45795240,0x89e4020990fb32d69d6ecd4de2d37d28e1b5c1353678e8569f81d03eb23afc64
2026-05-10 02:23:31,709,@badadan,https://farcaster.xyz/badadan,0xa2648350f3566e4f18a9519734928d08d3ea08c4,0.00636 ETH ($13),0.00636,13.43,0,45795232,0xe2a9519e199b3bf3645fdb03be6123c37fdf2769712c76010d6ff5347901d3c5
2026-05-10 02:23:11,709,@skunkape,https://farcaster.xyz/skunkape,0xca0edb47a8c9ef04dc2368946f46fb3d7c1a3202,0.00578 ETH ($12),0.00578,12.2,0,45795222,0x5ffd89ccc7915d01effcc945d29e6223ff825ac4e6e871f41b29b7e25d49e53c
